train_loss,valid_loss
970.681098,1281.935976
1389.473171,1244.430030
1278.600305,951.906174
1244.991387,1212.446570
1099.013567,967.571723
1380.651220,1481.720732
1258.161128,1253.434223
914.834756,1248.804345
1069.505183,1557.308079
1211.238948,1239.650991
